232			
350	7937.163980	5692.919590	748.3998        1
351	7938.001510	5693.672020	1130.1159       1
352	7937.163210	5694.187810	1508.25808      1
353	7937.755380	5693.505420	1887.63016      1
354	7937.000540	5692.736920	2194.47846      1
368	7931.505390	6532.172129	3911.711222     1
367	7929.938535	6535.031027	3501.321352     1
366	7927.562518	6536.307239	3115.5579       1
365	7930.479832	6535.711572	2710.511576     1
364	7929.572617	6537.325915	2304.421109     1
363	7932.110954	6535.728476	1914.757656     1
362	7931.955944	6536.649085	1523.108531     1
361	7933.641536	6536.130708	1129.024922     1
360	7934.768920	6534.848028	751.494934      1
378	7926.385928	7333.134323	3908.366104     1
377	7924.811182	7334.746146	3499.862623     1
376	7925.328791	7335.337047	3105.323171     1
375	7927.161776	7336.009365	2703.615674     1
374	7926.165820	7336.492170	2308.1097       1
373	7926.304579	7338.049883	1900.189401     1
372	7929.150134	7336.579135	1511.091237     1
371	7928.444698	7337.075871	1121.008279     1
370	7929.104546	7336.910141	747.443941      1
406	8955.985885	1667.131582	3974.297979     1
405	9026.703627	1659.965896	3574.202352     1
404	9029.799095	1636.143550	2970.802727     1
403	9030.644213	1649.726476	2371.61245      1
402	9028.973772	1656.600783	1769.356083     1
401	9028.103654	1665.067020	1169.739628     1
400	9012.142421	1686.248279	543.413774      1
416	8958.025005	2232.467006	3957.584933     1
415	9025.895311	2253.365354	3573.235653     1
414	9028.450379	2237.820186	2972.255407     1
413	9029.430719	2236.875862	2366.827965     1
412	9028.270532	2249.826003	1770.158628     1
411	9028.335338	2247.963809	1169.871312     1
410	9015.770739	2278.715577	543.399704      1
426	8960.583330	2825.867763	3974.397512     1
425	9025.075345	2826.267586	3573.302943     1
424	9027.163632	2812.443153	2971.732156     1
423	9027.600212	2816.307281	2368.885604     1
422	9026.960432	2827.200815	1770.288865     1
421	9026.901393	2830.131589	1171.662794     1
420	9015.960562	2849.374019	545.829468      1
436	8959.794831	3420.070789	3974.461231     1
435	9024.321305	3421.869558	3573.696511     1
434	9025.014391	3414.505852	2973.55229      1
433	9025.470093	3416.073801	2370.589435     1
432	9025.611182	3408.741816	1766.755692     1
431	9025.517117	3404.969519	1162.767505     1
430	9016.231535	3404.186273	545.201783      1
446	8958.148304	4025.061435	3949.165747     1
445	9023.432128	4052.315094	3573.972107     1
444	9024.219448	4063.644077	2972.3639       1
443	9024.166152	4073.933328	2370.929402     1
442	9024.298653	4049.282742	1771.033663     1
441	9023.820470	4090.699807	1171.784601     1
440	9013.117358	4048.906154	550.40425       1
456	8957.485745	4651.394071	3966.991806     1
455	9023.494621	4685.324854	3572.286941     1
454	9023.583636	4682.227284	2971.56844      1
453	9023.429954	4677.838658	2372.047192     1
452	9023.850235	4664.703429	1772.93456      1
