   9033401     4504321.04      446254.47    0.00  203
   8033401     4504679.42      446287.40    0.00  203
   8031901     4505079.58      446263.98    0.00  203
    834000     4504714.67      446120.64    0.00  203
    831000     4505078.92      446018.62    0.10  206
    832000     4504373.10      445862.00   -0.18  206
    833000     4504731.28      445838.59   -0.20  206
       -99           0.00           0.00    0.00    0
